"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-82.96","42.28","WINDSOR A","6139525","2000-11","2000","11","7.7","","1.5","","4.6","","18.8","","-7.4","S","47.5","","8.4","","54.5","","0","","26","","59",""
"-82.96","42.28","WINDSOR A","6139525","2000-12","2000","12","-3.2","","-10.5","","-6.9","","3.1","","-19.3","","36.8","","90.6","","110.8","","33","","36","E","78","E"
"-82.96","42.28","WINDSOR A","6139525","2001-01","2001","01","-0.3","","-6.1","","-3.2","","5.3","","-15.0","","10.4","","18.8","","23.4","","3","","22","E","78","E"
"-82.96","42.28","WINDSOR A","6139525","2001-02","2001","02","1.9","","-4.8","","-1.4","","11.6","","-10.0","","68.4","","6.6","","75.2","","0","","25","E","82","E"
"-82.96","42.28","WINDSOR A","6139525","2001-03","2001","03","5.2","","-2.7","","1.3","","13.0","","-11.0","","16.0","","17.5","","31.2","","0","","27","E","56","E"
"-82.96","42.28","WINDSOR A","6139525","2001-04","2001","04","15.3","","4.4","","9.8","","26.0","","-1.0","","74.2","","0.2","","74.4","","0","","25","E","89","E"
"-82.96","42.28","WINDSOR A","6139525","2001-05","2001","05","21.1","","10.9","","16.0","","29.2","","3.6","","75.6","","0.0","","75.6","","0","","23","E","72","E"
"-82.96","42.28","WINDSOR A","6139525","2001-06","2001","06","25.9","","16.0","","20.9","","33.4","","9.6","","54.4","","0.0","","54.4","","0","","24","E","70","E"
"-82.96","42.28","WINDSOR A","6139525","2001-07","2001","07","28.3","","17.5","","22.9","","34.8","","9.5","","38.0","","0.0","","38.0","","0","","25","E","52","E"
"-82.96","42.28","WINDSOR A","6139525","2001-08","2001","08","28.6","","17.8","","23.2","","37.6","","14.1","","42.1","","0.0","","42.1","","0","","22","E","48","E"
"-82.96","42.28","WINDSOR A","6139525","2001-09","2001","09","21.8","","12.0","","16.9","","32.7","","4.4","","123.5","","0.0","","123.5","","0","","23","E","74","E"
"-82.96","42.28","WINDSOR A","6139525","2001-10","2001","10","15.9","","7.1","","11.6","","26.7","","-0.9","","154.8","","0.0","T","154.8","","0","","27","E","78","E"
"-82.96","42.28","WINDSOR A","6139525","2001-11","2001","11","12.7","","4.6","","8.7","","18.7","","-1.0","","107.4","","0.0","","107.4","","0","","19","B","70","B"
"-82.96","42.28","WINDSOR A","6139525","2001-12","2001","12","5.2","","-0.9","","2.1","","18.2","","-10.1","","49.4","","7.4","","53.2","","1","","27","E","59","E"
"-82.96","42.28","WINDSOR A","6139525","2002-01","2002","01","3.7","","-2.9","","0.4","","12.8","","-8.9","","49.4","","34.9","","74.6","","12","","30","E","59","E"
"-82.96","42.28","WINDSOR A","6139525","2002-02","2002","02","4.2","","-3.6","","0.3","","15.1","","-9.4","","32.6","","29.4","","54.6","","10","","24","E","80","E"
"-82.96","42.28","WINDSOR A","6139525","2002-03","2002","03","5.8","","-3.0","","1.4","","17.9","","-12.8","","43.6","","26.8","","66.0","","0","","25","E","95","E"
"-82.96","42.28","WINDSOR A","6139525","2002-04","2002","04","14.1","","4.6","","9.4","","28.6","","-2.9","","108.2","","6.0","","111.2","","0","","27","E","69","E"
"-82.96","42.28","WINDSOR A","6139525","2002-05","2002","05","17.5","","7.3","","12.4","","30.1","","0.8","","104.4","","0.0","T","104.4","","0","","28","E","67","E"
"-82.96","42.28","WINDSOR A","6139525","2002-06","2002","06","26.7","","16.0","","21.4","","33.0","S","9.7","","39.8","","0.0","","39.8","","0","","30","I","69","I"
"-82.96","42.28","WINDSOR A","6139525","2002-07","2002","07","29.9","","19.0","","24.5","","35.5","","13.9","","72.4","","0.0","","72.4","","0","","36","I","82","I"
"-82.96","42.28","WINDSOR A","6139525","2002-08","2002","08","27.6","","17.9","","22.8","","33.4","","13.3","","20.4","","0.0","","20.4","","0","","26","I","61","I"
"-82.96","42.28","WINDSOR A","6139525","2002-09","2002","09","26.5","","14.9","","20.7","","33.6","","8.8","S","34.4","","0.0","","34.4","","0","","28","E","50","E"
"-82.96","42.28","WINDSOR A","6139525","2002-10","2002","10","14.5","","5.8","","10.2","","29.4","","-0.8","","38.4","","0.0","","38.4","","0","","28","I","61","I"
"-82.96","42.28","WINDSOR A","6139525","2002-11","2002","11","7.2","","1.0","","4.1","","17.6","","-5.7","","82.4","","8.8","","90.8","","0","","24","E","65","E"
"-82.96","42.28","WINDSOR A","6139525","2002-12","2002","12","1.5","","-4.8","","-1.7","","11.2","","-15.1","","36.4","","34.4","","68.4","","0","","4","E","56","E"
"-82.96","42.28","WINDSOR A","6139525","2003-01","2003","01","-3.2","","-9.7","","-6.5","","7.7","","-17.8","","0.2","","35.2","","26.2","","2","","27","E","69","E"
"-82.96","42.28","WINDSOR A","6139525","2003-02","2003","02","-1.4","","-9.5","","-5.4","","8.4","","-17.7","","8.0","","54.0","","61.0","","9","","30","E","89","E"
"-82.96","42.28","WINDSOR A","6139525","2003-03","2003","03","6.4","","-4.2","","1.1","","21.3","","-19.7","","40.6","","20.2","","57.9","","1","","25","E","72","E"
"-82.96","42.28","WINDSOR A","6139525","2003-04","2003","04","13.4","","2.5","","8.0","","28.5","","-5.0","","50.8","","12.8","","62.8","","0","","24","E","67","E"
"-82.96","42.28","WINDSOR A","6139525","2003-05","2003","05","18.1","","8.3","","13.2","","24.1","","3.3","","146.4","","0.0","","146.4","","0","","23","E","93","E"
"-82.96","42.28","WINDSOR A","6139525","2003-06","2003","06","24.1","","14.1","","19.1","","32.1","","5.7","","54.2","","0.0","","54.2","","0","","27","E","54","E"
"-82.96","42.28","WINDSOR A","6139525","2003-07","2003","07","27.8","","17.5","","22.7","","33.2","","13.4","","44.4","","0.0","","44.4","","0","","30","E","67","E"
"-82.96","42.28","WINDSOR A","6139525","2003-08","2003","08","27.6","","17.6","","22.6","","32.5","","12.5","","52.2","","0.0","","52.2","","0","","26","E","69","E"
"-82.96","42.28","WINDSOR A","6139525","2003-09","2003","09","22.4","","12.8","","17.6","","29.0","","5.8","","96.2","","0.0","","96.2","","0","","21","E","52","E"
"-82.96","42.28","WINDSOR A","6139525","2003-10","2003","10","15.4","","6.1","","10.8","","26.0","","1.7","","57.6","","0.0","","57.6","","0","","22","B","63","B"
"-82.96","42.28","WINDSOR A","6139525","2003-11","2003","11","10.6","","2.8","","6.7","","23.0","","-4.7","","81.2","","5.0","","86.2","","0","","29","E","95","E"
"-82.96","42.28","WINDSOR A","6139525","2003-12","2003","12","3.4","","-2.4","","0.5","","8.7","","-9.4","","62.6","","16.0","","75.6","","0","","29","E","63","E"
"-82.96","42.28","WINDSOR A","6139525","2004-01","2004","01","-2.5","","-10.7","","-6.6","","13.1","","-20.4","S","12.8","","61.0","","58.2","","6","","28","E","65","E"
"-82.96","42.28","WINDSOR A","6139525","2004-02","2004","02","1.8","","-5.7","","-2.0","","12.5","","-15.6","","18.4","","6.8","","22.8","","0","","25","E","70","E"
"-82.96","42.28","WINDSOR A","6139525","2004-03","2004","03","7.9","","0.4","","4.2","","19.5","","-7.8","","89.4","","19.6","","107.2","","0","","27","E","78","E"
"-82.96","42.28","WINDSOR A","6139525","2004-04","2004","04","15.0","","4.5","","9.8","","27.9","","-2.9","","23.2","","0.2","","23.2","","0","","24","E","72","E"
"-82.96","42.28","WINDSOR A","6139525","2004-05","2004","05","21.1","","10.1","","15.6","","28.9","","1.0","","191.6","","0.0","","191.6","","0","","26","E","80","E"
"-82.96","42.28","WINDSOR A","6139525","2004-06","2004","06","24.4","","14.3","","19.4","","31.9","S","8.8","","95.4","","0.0","","95.4","","0","","25","E","82","E"
"-82.96","42.28","WINDSOR A","6139525","2004-07","2004","07","26.5","","17.2","","21.9","","31.4","","12.7","","92.0","","0.0","","92.0","","0","","25","I","70","I"
"-82.96","42.28","WINDSOR A","6139525","2004-08","2004","08","24.6","","15.7","","20.2","","30.7","","11.6","S","123.6","","0.0","","123.6","","0","","20","E","54","E"
"-82.96","42.28","WINDSOR A","6139525","2004-09","2004","09","24.3","","14.1","","19.2","","28.9","","6.2","","25.2","","0.0","","25.2","","0","","3","E","54","E"
"-82.96","42.28","WINDSOR A","6139525","2004-10","2004","10","15.9","","7.8","","11.9","","24.7","","2.7","S","72.4","","0.0","","72.4","","0","","25","I","82","I"
"-82.96","42.28","WINDSOR A","6139525","2004-11","2004","11","9.7","","2.7","","6.2","","18.0","","-3.1","","83.4","","1.0","","84.4","","0","","4","I","74","I"
"-82.96","42.28","WINDSOR A","6139525","2004-12","2004","12","2.2","","-4.5","","-1.1","","14.5","","-19.4","","55.0","","38.6","","94.2","","0","T","27","E","78","E"
"-82.96","42.28","WINDSOR A","6139525","2005-01","2005","01","-1.1","","-8.1","","-4.6","","13.2","","-19.1","","50.8","","78.8","","123.2","","3","","20","I","54","I"
"-82.96","42.28","WINDSOR A","6139525","2005-02","2005","02","1.2","","-6.0","","-2.4","","8.5","","-14.1","","42.4","","39.8","","81.2","","4","","26","E","56","E"
"-82.96","42.28","WINDSOR A","6139525","2005-03","2005","03","4.5","","-3.7","","0.4","","17.9","","-11.3","","5.0","","35.7","","31.0","","0","","24","I","76","I"
"-82.96","42.28","WINDSOR A","6139525","2005-04","2005","04","15.5","","4.4","","10.0","","27.6","","-0.3","","51.4","","31.6","","84.8","","0","","3","E","67","E"
"-82.96","42.28","WINDSOR A","6139525","2005-05","2005","05","18.6","","8.4","","13.6","","28.5","","0.8","","33.0","","0.0","","33.0","","0","","30","B","56","B"
"-82.96","42.28","WINDSOR A","6139525","2005-06","2005","06","29.0","","17.8","","23.4","","35.9","","11.0","","27.0","","0.0","","27.0","","0","","27","B","91","B"
"-82.96","42.28","WINDSOR A","6139525","2005-07","2005","07","29.7","","18.9","","24.3","","33.8","","13.5","","101.0","","0.0","","101.0","","0","","27","E","91","E"
"-82.96","42.28","WINDSOR A","6139525","2005-08","2005","08","28.8","","19.1","","24.0","","33.6","","13.9","","50.2","","0.0","","50.2","","0","","27","E","52","E"
"-82.96","42.28","WINDSOR A","6139525","2005-09","2005","09","25.3","","15.2","","20.2","","31.9","","5.1","","66.6","","0.0","","66.6","","0","","31","I","72","I"
"-82.96","42.28","WINDSOR A","6139525","2005-10","2005","10","17.0","","8.4","","12.7","","28.6","","0.7","","15.8","","0.0","","15.8","","0","","35","E","56","E"
"-82.96","42.28","WINDSOR A","6139525","2005-11","2005","11","11.0","","1.9","","6.5","","21.4","","-9.7","S","84.8","","10.2","","93.8","","0","T","23","E","89","E"
"-82.96","42.28","WINDSOR A","6139525","2005-12","2005","12","-0.7","","-5.8","","-3.3","","5.4","","-13.7","","34.4","","59.8","","88.2","","5","","29","I","56","I"
"-82.96","42.28","WINDSOR A","6139525","2006-01","2006","01","4.9","","-0.8","","2.0","","12.5","","-6.4","","76.8","","13.8","","89.2","","0","","35","I","65","I"
"-82.96","42.28","WINDSOR A","6139525","2006-02","2006","02","2.6","","-5.1","","-1.2","","12.8","","-15.2","","50.8","","27.2","","72.4","","0","","30","E","76","E"
"-82.96","42.28","WINDSOR A","6139525","2006-03","2006","03","7.4","","-1.2","","3.1","","19.3","","-6.7","","70.0","","3.6","","72.8","","0","","26","E","80","E"
"-82.96","42.28","WINDSOR A","6139525","2006-04","2006","04","16.6","","4.8","","10.7","","27.5","","-2.5","","66.2","","0.6","","66.6","","0","","28","E","80","E"
"-82.96","42.28","WINDSOR A","6139525","2006-05","2006","05","20.8","E","10.6","E","15.7","E","33.8","E","3.7","E","103.8","I","0.0","I","103.8","I","0","","25","I","69","I"
"-82.96","42.28","WINDSOR A","6139525","2006-06","2006","06","25.5","","15.6","","20.6","","31.7","","9.6","","91.0","","0.0","","91.0","","0","","21","E","63","E"
"-82.96","42.28","WINDSOR A","6139525","2006-07","2006","07","29.4","","19.3","","24.4","","35.1","","13.4","","152.2","","0.0","","152.2","","0","","28","E","96","E"
"-82.96","42.28","WINDSOR A","6139525","2006-08","2006","08","27.3","","18.2","","22.8","","35.9","","13.2","","75.5","","0.0","","75.5","","0","","36","E","70","E"
"-82.96","42.28","WINDSOR A","6139525","2006-09","2006","09","21.1","","12.8","","17.0","","28.2","","5.6","","96.0","","0.0","","96.0","","0","","7","B","48","B"
"-82.96","42.28","WINDSOR A","6139525","2006-10","2006","10","14.1","","5.7","","10.0","","24.9","","0.3","","130.6","","0.8","","131.4","","0","","28","E","74","E"
"-82.96","42.28","WINDSOR A","6139525","2006-11","2006","11","9.7","","2.4","","6.1","","19.8","","-4.6","","78.4","","2.0","","80.4","","0","","4","I","50","I"
"-82.96","42.28","WINDSOR A","6139525","2006-12","2006","12","6.1","","0.2","","3.1","","13.0","","-7.0","","103.8","","4.3","","106.4","","0","","23","E","76","E"
"-82.96","42.28","WINDSOR A","6139525","2007-01","2007","01","1.8","","-4.6","","-1.4","","11.4","","-13.8","","91.4","","34.0","","112.6","","10","","31","I","72","I"
"-82.96","42.28","WINDSOR A","6139525","2007-02","2007","02","-3.6","","-10.8","","-7.2","","6.9","","-19.7","","4.6","","22.2","","22.2","","0","","32","I","76","I"
"-82.96","42.28","WINDSOR A","6139525","2007-03","2007","03","8.9","","-0.6","","4.2","","26.6","","-13.6","","92.2","","14.8","","102.8","","0","","24","E","70","E"
"-82.96","42.28","WINDSOR A","6139525","2007-04","2007","04","13.3","","3.7","","8.5","","26.4","","-6.1","","70.4","","7.0","","75.6","","0","","34","E","76","E"
"-82.96","42.28","WINDSOR A","6139525","2007-05","2007","05","22.7","","10.6","","16.7","","31.9","","3.8","","79.0","","0.0","","79.0","","0","","27","E","85","E"
"-82.96","42.28","WINDSOR A","6139525","2007-06","2007","06","27.7","","16.5","","22.1","","34.5","","8.6","","65.2","","0.0","","65.2","","0","","31","E","65","E"
"-82.96","42.28","WINDSOR A","6139525","2007-07","2007","07","27.9","","17.5","","22.7","","35.6","","11.6","","113.8","","0.0","","113.8","","0","","2","E","76","E"
"-82.96","42.28","WINDSOR A","6139525","2007-08","2007","08","27.7","","18.7","","23.3","","34.1","S","12.7","","159.4","","0.0","","159.4","","0","","34","E","61","E"
"-82.96","42.28","WINDSOR A","6139525","2007-09","2007","09","24.9","","14.4","","19.7","","31.3","","5.8","","31.8","","0.0","","31.8","","0","","31","E","57","E"
"-82.96","42.28","WINDSOR A","6139525","2007-10","2007","10","20.3","","11.2","","15.8","","31.9","","1.8","","73.4","","0.0","","73.4","","0","","23","E","65","E"
"-82.96","42.28","WINDSOR A","6139525","2007-11","2007","11","8.5","","0.7","","4.7","","16.6","","-6.9","","53.0","","3.0","","55.4","","0","","26","I","70","I"
"-82.96","42.28","WINDSOR A","6139525","2007-12","2007","12","1.6","","-4.0","","-1.2","","10.4","","-9.7","","56.2","","36.2","","94.4","","1","","28","E","82","E"
"-82.96","42.28","WINDSOR A","6139525","2008-01","2008","01","1.7","","-5.1","","-1.7","","16.0","","-14.5","","49.0","","32.1","","70.5","","0","T","24","B","91","B"
"-82.96","42.28","WINDSOR A","6139525","2008-02","2008","02","-0.1","","-7.3","","-3.7","","10.9","","-16.3","","62.6","","63.6","","118.8","","7","","25","I","76","I"
"-82.96","42.28","WINDSOR A","6139525","2008-03","2008","03","4.5","","-3.4","","0.5","","15.1","","-9.9","","48.4","","64.8","","116.6","","0","","21","E","69","E"
"-82.96","42.28","WINDSOR A","6139525","2008-04","2008","04","16.3","","4.8","","10.6","","27.0","","-2.9","","43.2","","2.0","","45.2","","0","","25","E","78","E"
"-82.96","42.28","WINDSOR A","6139525","2008-05","2008","05","19.3","","8.2","","13.7","","30.0","","3.6","","64.0","","0.0","","64.0","","0","","31","E","74","E"
"-82.96","42.28","WINDSOR A","6139525","2008-06","2008","06","26.9","","17.1","","22.0","","34.1","","12.1","","170.0","","0.0","","170.0","","0","","29","E","78","E"
"-82.96","42.28","WINDSOR A","6139525","2008-07","2008","07","29.2","","18.9","","24.1","","33.4","","12.8","","83.0","","0.0","","83.0","","0","","35","E","61","E"
"-82.96","42.28","WINDSOR A","6139525","2008-08","2008","08","27.8","","17.4","","22.6","","33.5","","12.9","","9.4","","0.0","","9.4","","0","","33","E","52","E"
"-82.96","42.28","WINDSOR A","6139525","2008-09","2008","09","24.9","","14.5","","19.8","","34.6","","10.5","","139.6","","0.0","","139.6","","0","","22","I","65","I"
"-82.96","42.28","WINDSOR A","6139525","2008-10","2008","10","15.8","","6.1","","11.0","","27.4","","-1.9","","30.2","","0.2","","30.4","","0","","27","E","63","E"
"-82.96","42.28","WINDSOR A","6139525","2008-11","2008","11","7.5","","0.9","","4.2","","21.5","","-7.0","","95.8","","11.4","","107.2","","0","","1","B","52","B"
"-82.96","42.28","WINDSOR A","6139525","2008-12","2008","12","1.4","","-6.1","","-2.4","","15.3","","-17.8","","72.0","","61.2","","128.2","","4","","33","I","104","I"
"-82.96","42.28","WINDSOR A","6139525","2009-01","2009","01","-3.7","","-11.8","","-7.8","","3.9","","-24.5","","2.0","","75.0","","56.0","","18","","3","E","56","E"
"-82.96","42.28","WINDSOR A","6139525","2009-02","2009","02","2.1","","-5.6","","-1.7","","13.1","","-18.5","","58.8","","22.6","","77.2","","1","","29","B","91","B"
"-82.96","42.28","WINDSOR A","6139525","2009-03","2009","03","8.1","","-2.0","","3.0","","19.3","","-12.7","","112.0","","2.2","","114.0","","0","","26","E","72","E"
"-82.96","42.28","WINDSOR A","6139525","2009-04","2009","04","14.8","","4.3","","9.6","","30.7","","-1.2","","117.6","","20.8","","137.6","","0","","33","E","95","E"
"-82.96","42.28","WINDSOR A","6139525","2009-05","2009","05","21.4","","10.6","","16.0","","30.5","","4.0","","69.4","","0.0","","69.4","","0","","25","E","69","E"
"-82.96","42.28","WINDSOR A","6139525","2009-06","2009","06","24.6","","14.4","","19.5","","34.2","","6.3","","102.4","","0.0","","102.4","","0","","36","E","56","E"
"-82.96","42.28","WINDSOR A","6139525","2009-07","2009","07","25.8","","15.8","","20.8","","30.4","","13.0","","61.0","","0.0","","61.0","","0","","31","E","54","E"
"-82.96","42.28","WINDSOR A","6139525","2009-08","2009","08","26.4","","17.1","","21.8","","34.4","","10.0","","70.2","","0.0","","70.2","","0","","25","E","65","E"
"-82.96","42.28","WINDSOR A","6139525","2009-09","2009","09","23.3","","13.9","","18.7","","29.3","","6.6","","57.6","","0.0","","57.6","","0","","22","E","59","E"
"-82.96","42.28","WINDSOR A","6139525","2009-10","2009","10","14.1","","5.9","","10.0","","22.8","","-1.2","","98.4","","0.0","","98.4","","0","","27","E","72","E"
"-82.96","42.28","WINDSOR A","6139525","2009-11","2009","11","11.2","","3.4","","7.3","","19.1","","-1.6","","19.4","","0.0","T","19.4","","0","","29","E","54","E"
"-82.96","42.28","WINDSOR A","6139525","2009-12","2009","12","1.5","","-4.4","","-1.5","","8.3","","-10.6","","66.6","","25.4","","84.4","","5","","27","E","91","E"
"-82.96","42.28","WINDSOR A","6139525","2010-01","2010","01","-1.2","","-6.6","","-3.9","","7.6","","-14.8","","12.2","","27.6","","29.0","","0","T","28","E","54","E"
"-82.96","42.28","WINDSOR A","6139525","2010-02","2010","02","0.4","","-5.2","","-2.4","","5.6","","-10.6","","0.2","","59.7","","53.8","","17","","4","E","57","E"
"-82.96","42.28","WINDSOR A","6139525","2010-03","2010","03","10.2","","0.1","","5.2","","19.6","","-4.8","","45.0","","0.2","","45.2","","0","","4","E","54","E"
"-82.96","42.28","WINDSOR A","6139525","2010-04","2010","04","17.8","","6.0","","11.9","","28.8","","-0.7","","77.2","","0.0","T","77.2","","0","","24","E","82","E"
"-82.96","42.28","WINDSOR A","6139525","2010-05","2010","05","21.6","","11.6","","16.6","","30.4","","1.7","","141.0","","0.0","","141.0","","0","","30","I","85","I"
"-82.96","42.28","WINDSOR A","6139525","2010-06","2010","06","26.7","","17.1","","22.0","","31.1","","10.8","","114.8","","0.0","","114.8","","0","","29","I","80","I"
"-82.96","42.28","WINDSOR A","6139525","2010-07","2010","07","29.9","","20.0","","25.0","","35.0","","12.3","","140.8","","0.0","","140.8","","0","","29","I","76","I"
"-82.96","42.28","WINDSOR A","6139525","2010-08","2010","08","29.0","","19.1","","24.1","","33.9","","11.4","","8.4","","0.0","","8.4","","0","","28","E","46","E"
"-82.96","42.28","WINDSOR A","6139525","2010-09","2010","09","23.0","","13.4","","18.2","","32.8","","8.4","","105.8","","0.0","","105.8","","0","","22","E","80","E"
"-82.96","42.28","WINDSOR A","6139525","2010-10","2010","10","17.3","","8.0","","12.7","","26.9","","1.4","","56.8","","0.0","","56.8","","0","","23","E","78","E"
"-82.96","42.28","WINDSOR A","6139525","2010-11","2010","11","10.1","","0.7","","5.4","","16.9","","-3.3","","93.8","","0.2","","94.0","","0","","27","E","61","E"
"-82.96","42.28","WINDSOR A","6139525","2010-12","2010","12","-0.8","","-6.0","","-3.4","","11.8","","-13.3","","9.8","","33.6","","36.8","","0","T","35","E","59","E"
"-82.96","42.28","WINDSOR A","6139525","2011-01","2011","01","-2.5","","-8.6","","-5.6","","11.3","","-17.5","","23.2","","54.8","","55.6","","10","","25","E","56","E"
"-82.96","42.28","WINDSOR A","6139525","2011-02","2011","02","-0.1","","-7.8","","-4.0","","12.9","","-18.5","","31.4","","89.6","","101.4","","5","","7","E","78","E"
"-82.96","42.28","WINDSOR A","6139525","2011-03","2011","03","5.4","","-2.9","","1.2","","18.3","","-8.9","","100.8","","22.0","","116.0","","0","","27","E","57","E"
"-82.96","42.28","WINDSOR A","6139525","2011-04","2011","04","12.7","","3.7","","8.2","","26.8","","-1.1","","149.4","","5.8","","155.4","","0","","21","E","76","E"
"-82.96","42.28","WINDSOR A","6139525","2011-05","2011","05","20.2","","10.6","","15.5","","32.6","","2.7","","179.4","","0.0","","179.4","","0","","28","E","67","E"
"-82.96","42.28","WINDSOR A","6139525","2011-06","2011","06","26.3","","16.0","","21.2","","35.6","","10.5","","83.4","","0.0","","83.4","","0","","25","E","65","E"
"-82.96","42.28","WINDSOR A","6139525","2011-07","2011","07","31.0","","20.6","","25.8","","37.6","","16.1","","154.8","","0.0","","154.8","","0","","31","E","109","E"
"-82.96","42.28","WINDSOR A","6139525","2011-08","2011","08","27.1","","18.1","","22.7","","32.7","","14.6","","109.4","","0.0","","109.4","","0","","23","E","67","E"
"-82.96","42.28","WINDSOR A","6139525","2011-09","2011","09","21.6","","13.6","","17.6","","35.1","","5.7","","228.0","","0.0","","228.0","","0","","24","E","74","E"
"-82.96","42.28","WINDSOR A","6139525","2011-10","2011","10","16.4","","7.6","","12.0","","26.6","","0.6","","104.8","","0.0","","104.8","","0","","28","E","70","E"
"-82.96","42.28","WINDSOR A","6139525","2011-11","2011","11","11.5","","3.5","","7.5","","19.5","","-3.3","","187.4","","1.2","","188.6","","1","","23","E","72","E"
"-82.96","42.28","WINDSOR A","6139525","2011-12","2011","12","5.0","","-1.0","","2.0","","13.5","","-7.3","","69.0","","25.6","","91.4","","0","","27","E","63","E"
"-82.96","42.28","WINDSOR A","6139525","2012-01","2012","01","2.9","","-4.7","","-0.9","","13.0","","-15.3","","55.8","","32.6","","79.6","","2","","27","I","70","I"
"-82.96","42.28","WINDSOR A","6139525","2012-02","2012","02","3.8","","-2.8","","0.5","","10.5","","-10.5","","23.0","","25.8","","45.0","","0","T","26","E","65","E"
"-82.96","42.28","WINDSOR A","6139525","2012-03","2012","03","15.0","","4.0","","9.6","","28.4","","-5.7","","75.3","","0.6","","75.3","","0","","24","E","89","E"
"-82.96","42.28","WINDSOR A","6139525","2012-04","2012","04","14.7","","3.7","","9.2","","24.7","","-0.5","","46.0","","0.0","","46.0","","0","","24","E","85","E"
"-82.96","42.28","WINDSOR A","6139525","2012-05","2012","05","24.0","","12.1","","18.0","","33.9","","6.0","","88.6","","0.0","","88.6","","0","","23","E","57","E"
"-82.96","42.28","WINDSOR A","6139525","2012-06","2012","06","27.8","","16.4","","22.1","","35.2","","9.8","","42.2","","0.0","","42.2","","0","","28","E","70","E"
"-82.96","42.28","WINDSOR A","6139525","2012-07","2012","07","30.3","","19.7","","25.0","","37.9","","15.4","","125.8","","0.0","","125.8","","0","","2","E","80","E"
"-82.96","42.28","WINDSOR A","6139525","2012-08","2012","08","27.4","","17.0","","22.2","","35.1","","11.9","","65.8","","0.0","","65.8","","0","","18","E","59","E"
"-82.96","42.28","WINDSOR A","6139525","2012-09","2012","09","22.8","","12.5","","17.7","","30.0","","4.8","","52.0","","0.0","","52.0","","0","","20","E","44","E"
"-82.96","42.28","WINDSOR A","6139525","2012-10","2012","10","15.6","","7.3","","11.5","","24.6","","0.3","","67.0","","0.0","T","67.0","","0","","34","I","70","I"
"-82.96","42.28","WINDSOR A","6139525","2012-11","2012","11","8.5","","0.3","","4.4","","19.0","","-3.9","","16.8","","0.8","","17.4","","0","","28","E","61","E"
"-82.96","42.28","WINDSOR A","6139525","2012-12","2012","12","5.1","","-1.1","","2.0","","15.4","","-10.7","","51.2","","30.8","","77.2","","14","","12","I","70","I"
"-82.96","42.28","WINDSOR A","6139525","2013-01","2013","01","2.2","","-5.7","","-1.8","","15.6","","-17.5","","67.2","","31.4","","86.8","","0","T","27","E","89","E"
"-82.96","42.28","WINDSOR A","6139525","2013-02","2013","02","0.3","","-6.4","","-3.1","","7.0","S","-12.7","","27.8","","57.4","","74.4","","5","","25","E","74","E"
"-82.96","42.28","WINDSOR A","6139525","2013-03","2013","03","4.8","","-2.7","","1.1","","16.6","","-8.1","","13.4","","12.6","","23.6","","0","","26","E","61","E"
"-82.96","42.28","WINDSOR A","6139525","2013-04","2013","04","12.5","","2.2","","7.4","","26.0","","-3.8","S","141.0","","0.6","","141.4","","0","","24","I","72","I"
"-82.96","42.28","WINDSOR A","6139525","2013-05","2013","05","23.2","","10.7","","17.0","","30.5","","0.7","","64.6","","0.0","","64.6","","0","","21","E","56","E"
"-82.96","42.28","WINDSOR A","6139525","2013-06","2013","06","24.8","","15.7","","20.3","","31.9","","8.9","","154.8","","0.0","","154.8","","0","","31","E","57","E"
"-82.96","42.28","WINDSOR A","6139525","2013-07","2013","07","27.1","","18.3","","22.7","","34.1","","11.7","","262.2","","0.0","","262.2","","0","","22","E","63","E"
"-82.96","42.28","WINDSOR A","6139525","2013-08","2013","08","26.2","","16.9","","21.6","","31.0","","11.5","","63.6","","0.0","","63.6","","0","","35","E","63","E"
"-82.96","42.28","WINDSOR A","6139525","2013-09","2013","09","22.9","","12.5","","17.7","","34.6","","6.3","","54.6","","0.0","","54.6","","0","","32","E","67","E"
"-82.96","42.28","WINDSOR A","6139525","2013-10","2013","10","16.9","","7.8","","12.4","","26.6","","0.0","","82.4","","0.0","","82.4","","0","","24","E","61","E"
"-82.96","42.28","WINDSOR A","6139525","2013-11","2013","11","6.9","","-0.4","","3.2","","17.5","","-9.1","","46.0","","2.8","","48.6","","0","","25","E","93","E"
"-82.96","42.28","WINDSOR A","6139525","2013-12","2013","12","0.5","","-5.5","","-2.5","","14.5","","-13.8","","53.0","","54.2","","90.8","","3","","24","I","63","I"
"-82.96","42.28","WINDSOR A","6139525","2014-01","2014","01","-3.9","","-12.3","","-8.1","","7.9","","-25.2","","12.6","","93.6","","79.6","","7","","22","I","69","I"
"-82.96","42.28","WINDSOR A","6139525","2014-02","2014","02","-3.1","","-11.3","","-7.2","","10.3","","-23.3","","27.7","","58.0","","70.4","","3","","24","E","83","E"
